absences,accomodation,additional_work,admission_grade,age,alcohol_weekend,alcohol_workday,area_residency,attendance_classes,attendance_seminars,attendance_time,course,debtor,discussion_improves_interest,displaced,extra_curricular_activities,failures_past_classes,family_relationship,father_education,father_occupation,free_time,gender,go_out,guardian,health_status,impact_projects_activities,international,internet_access_home,listening_classes,marital_status,mother_education,mother_occupation,nationality,number_siblings,parental_marital_status,personal_classes,previous_education,previous_education_grade,previous_education_type,reading_frequency_non_scientific,reading_frequency_scientific,scholarship,size_family,special_needs,taking_notes_classes,target,transportation,travel_time,tuition_fees_up_to_date,want_take_higher_education,weekly_study_hours
-1,-1,-1,0.785,18,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.755,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.5820000000000001,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.575,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.655,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.69,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6104999999999999,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.675,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.594,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.635,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.75,21,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,17,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,14,3,620,-1,-1,-1,9,0.75,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.65,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,10,4,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6940000000000001,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.715,-1,-1,-1,0,-1,0,-1,49,-1,-1,0,-1,-1
-1,-1,-1,0.6725,19,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.69,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.657,34,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5125,37,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.644,43,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,0,-1,1,-1,-1,-1,-1,0,-1,-1,4,-1,0,620,-1,-1,-1,5,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6145,55,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.7,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5695,39,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,2,2,5,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6,20,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,14,4,-1,0,-1,-1,-1,-1,1,-1,-1,4,14,3,724,-1,-1,-1,9,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.6054999999999999,18,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,11,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.63,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.602,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.665,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.503,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.515,-1,-1,-1,0,-1,1,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.607,20,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,3,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.5485,29,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6705,24,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,3,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.77,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.638,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.662,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.66,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.667,21,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,5,620,-1,-1,-1,9,0.65,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6305,19,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.695,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5675,24,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,3,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6065,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.695,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.609,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,4,620,-1,-1,-1,7,0.635,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.7965000000000001,19,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,6,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,6,620,-1,-1,-1,7,0.835,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6,27,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6455,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.65,39,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,11,3,-1,0,-1,-1,-1,-1,0,-1,-1,1,7,3,620,-1,-1,-1,11,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.7765000000000001,27,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,11,0.645,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6990000000000001,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,4,620,-1,-1,-1,7,0.705,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5760000000000001,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.5745,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6595,21,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,9,0.65,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.63,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.665,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6509999999999999,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.635,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6045,24,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.58,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.63,29,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,2,7,3,620,-1,-1,-1,2,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6409999999999999,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.695,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.65,23,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,9,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6004999999999999,19,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,3,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,4,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5,26,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.8,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.67,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.74,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.654,24,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.75,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.679,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.705,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5585,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.59,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6645,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.71,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5775,18,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.53,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.53,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6015,19,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,5,620,-1,-1,-1,7,0.605,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.654,22,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.75,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.585,33,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.551,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.57,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.7785,35,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,11,0.7,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.902,24,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,14,0.8,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6275,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.55,33,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.805,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.8,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5,25,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.6,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.588,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,0,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.62,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6435,23,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.715,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.561,18,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.575,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.504,24,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.525,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,5,-1,0,-1,-1,-1,-1,1,-1,-1,4,2,5,76,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,99,-1,-1,0,-1,-1
-1,-1,-1,0.5,26,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,1,-1,-1,4,7,3,76,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5775,39,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,0,620,-1,-1,-1,5,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.57,44,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.685,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,1,-1,-1,4,3,5,678,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
